"Item.Description","date","time","Post.code.description","postcode","total","Location","Sales_Type","lat","lon"
"%Nwm - Adult Admit","14/1/2011","10:14:52","Geelong",3220,7.3,"Local","Ticket Sales",-38.155681,144.3521811
"Earring/Iron Ore/Ir100213","27/12/2006","12:39:31","Mordialloc",3195,19.95,"Local","Shop Sales",-38.0005492,145.1044805
"%Nwm - Concess Admit","16/5/2008","10:35:23","BRENTWOOD - SA",5575,11.8,"Local","Ticket Sales",-34.8106597,137.5668376
"Attending Function facilities","7/10/2008","15:50:21","Drysdale / Clifton Springs",3222,0,"Local","Shop Sales",-38.2049453,144.5875645
"%Nwm - Adult Admit","2/1/2013","2:59:09","Huntly",3551,7.5,"Local","Ticket Sales",-36.8021738,144.4779988
"Lanolin - Night/Crm-Aus-Night","17/4/2009","12:17:09","Drysdale / Clifton Springs",3222,8.95,"Local","Shop Sales",-38.2049453,144.5875645
"Lanolin Skin Cream 250 G(H/W)","3/9/2005","11:35:11","CARRINGTON - QLD",4350,8.95,"Local","Shop Sales",-27.5564884,151.9533185
"%Nwm - Adult Admit","4/1/2012","11:35:53","Pascoe Vale",3044,7.5,"Local","Ticket Sales",-37.7310813,144.9364069
"Lanolin Soap (H/W)","10/1/2006","13:43:09","Nth Geelong",3215,19.8,"Local","Shop Sales",-38.1083132,144.3357845
"%Nwm - Concess Admit","29/9/2012","10:53:34","Geelong",3220,6,"Local","Ticket Sales",-38.155681,144.3521811
"Puppet - Sheep","10/2/2011","11:18:58","KAMBAH - ACT",2902,8.14,"Local","Shop Sales",-35.383968,149.0640013
"%Nwm - Adult Admit","14/4/2013","2:21:54","Werribee",3030,7.5,"Local","Ticket Sales",-37.938058,144.6753231
"%Nwm - Adult Admit","29/11/2009","11:07:44","East Geelong",3219,7.3,"Local","Ticket Sales",-38.176358,144.3849841
"%Nwm - Concess Admit","7/9/2009","11:09:40","Inverleigh",3329,5.9,"Local","Ticket Sales",-37.9976266,143.88892
"%Nwm - Child Admit","1/10/2008","13:48:41","Belmont / Grovedale / Highton",3216,3.65,"Local","Ticket Sales",-38.1747227,144.3139277
"T-Shirt/Wattle/M","13/12/2010","11:15:54","CHATSWOOD - NSW",2067,39.95,"Local","Shop Sales",-33.7969122,151.1781916
"Stinger Lo/Choc 7w","15/8/2008","15:33:46","Elwood",3184,110,"Local","Shop Sales",-37.878722,144.9859676
"Xmas/Ball/Eastern Rosella","14/3/2012","2:28:03","Belmont / Grovedale / Highton",3216,16.32,"Local","Shop Sales",-38.1747227,144.3139277
"Ram - Hand Puppet 10"" Hl3671 (Hw)","19/7/2013","11:48:53","Geelong",3220,13.59,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Child Admit","21/6/2010","10:49:01","Airelys Inlet",3221,3.65,"Local","Ticket Sales",-38.1636337,144.1501922
"%Nwm - Adult Admit","21/4/2014","2:04:49","Ocean Grove",3226,7.5,"Local","Ticket Sales",-38.2573292,144.5382417
"Tray - Blue Wren 34x10/ 1 Bird","15/11/2009","12:05:59","East Geelong",3219,31.77,"Local","Shop Sales",-38.176358,144.3849841
"Farmyard Tales - Naughty Sheep Stickers","23/6/2007","10:53:23","Geelong",3220,10.95,"Local","Shop Sales",-38.155681,144.3521811
"Soap-Red Back 180gm","29/7/2008","13:42:07","Leopold",3224,7.25,"Local","Shop Sales",-38.1833957,144.4451578
"Card - C084 Wren On Billardiera","22/10/2009","16:02:08","Torquay",3228,2.5,"Local","Shop Sales",-38.3419249,144.2374759
"%Nwm - Child Admit","19/1/2011","10:10:53","Little River",3211,3.65,"Local","Ticket Sales",-37.9368044,144.4561033
"%Nwm - Child Admit","7/4/2013","10:46:00","East Geelong",3219,4,"Local","Ticket Sales",-38.176358,144.3849841
"Magnet - Glg Aerial Waterfront 4062351","15/2/2007","10:18:06","Moriac",3240,4.5,"Local","Shop Sales",-38.2482932,144.1283863
"Adult - Redeem  Nwm & Fdc","16/6/2012","3:28:42","Carrum Downs",3201,0,"Local","Shop Sales",-38.0975353,145.1706992
"Promotion (1 for 1) - NWM Only","6/6/2014","11:04:00","Belmont / Grovedale / Highton",3216,0,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Child Admit","17/1/2010","11:45:26","Tylden",3444,3.65,"Local","Ticket Sales",-37.1335012,144.5656396
"%Nwm - Concess Admit","11/2/2007","15:04:01","Corio",3214,5.9,"Local","Ticket Sales",-38.0788809,144.3576473
"Family Child - NWM Only","24/9/2012","11:10:30","Boort",3537,0,"Local","Shop Sales",-36.0772722,143.6935405
"Necklace-Iron Ore Circle Ir900054","13/8/2011","11:26:49","Colac",3250,18.14,"Local","Shop Sales",-38.3313559,143.5852111
"%Nwm - Concess Admit","16/10/2011","11:03:37","Blackburn",3130,6,"Local","Ticket Sales",-37.8258214,145.1541397
"%Nwm - Concess Admit","14/7/2014","12:01:31","Longwarry",3816,6,"Local","Ticket Sales",-38.086187,145.7800733
"Shot Glass/H/Painted Koala","26/6/2008","10:53:54","Williamstown",3016,5.95,"Local","Shop Sales",-37.8571449,144.8813738
"%Nwm - Family Adm(2+2)","15/8/2009","12:16:33","East Geelong",3219,20,"Local","Ticket Sales",-38.176358,144.3849841
"%Nwm - Child Admit","30/9/2008","14:56:39","West Geelong",3218,3.65,"Local","Ticket Sales",-38.1180538,144.2047333
"%Nwm - Concess Admit","3/7/2013","11:16:34","Ocean Grove",3226,6,"Local","Ticket Sales",-38.2573292,144.5382417
"%Nwm - Concess Admit","29/10/2011","10:17:31","Torquay",3228,6,"Local","Ticket Sales",-38.3419249,144.2374759
"%Nwm - Concess Admit","11/4/2010","13:47:29","Glen Iris",3146,5.9,"Local","Ticket Sales",-37.8577136,145.0548502
"Card - Down At The Trough Ac72","15/4/2007","14:47:21","Huntly",3551,4.5,"Local","Shop Sales",-36.8021738,144.4779988
"Card/Little Bits/Lbc717/Bottlebrush","26/3/2015","10:27:20","Geelong",3220,6.32,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Adult Admit","21/2/2015","2:03:00","Drysdale / Clifton Springs",3222,8.25,"Local","Ticket Sales",-38.2049453,144.5875645
"Vest Fleecy/Wattle/Xl","22/9/2011","15:02:44","GREENOCK - SA",5360,54.5,"Local","Shop Sales",-34.4471113,138.9102087
"Clutch Pin/12 Apostles Round/3172156","23/11/2007","10:55:27","Lara",3212,4.95,"Local","Shop Sales",-38.0110859,144.4561033
"%Nwm - Concess Admit","8/1/2008","10:41:48","Learmonth",3352,5.9,"Local","Ticket Sales",-37.7122033,143.8671868
"Pincher/T-Rex/Brown","8/4/2013","2:15:25","Barwon Heads",3227,6.32,"Local","Shop Sales",-38.2498059,144.4232713
"Postcards - Bollards Lydia & Elsie","7/1/2012","10:57:45","BONGEEN - QLD",4356,1.36,"Local","Shop Sales",-27.6233205,151.5603244
"%Nwm - Child Admit","15/8/2010","12:44:27","Nth Geelong",3215,3.65,"Local","Ticket Sales",-38.1083132,144.3357845
"%Nwm - Adult Admit","5/10/2008","14:58:03","West Geelong",3218,7.3,"Local","Ticket Sales",-38.1180538,144.2047333
"%Nwm - Adult Admit","15/9/2011","10:39:01","CALDER - TAS",7325,7.5,"Local","Ticket Sales",-41.0680807,145.6211457
"Knitting Nancy/2","20/10/2008","14:27:50","Boronia",3155,22.95,"Local","Shop Sales",-37.8610682,145.2867055
"Can Cooler/Geelong","21/1/2006","11:04:43","Belmont / Grovedale / Highton",3216,8.95,"Local","Shop Sales",-38.1747227,144.3139277
"Insect Repellant - Koala Fart","9/2/2012","11:53:59","Wattle Glen",3096,11.77,"Local","Shop Sales",-37.6683887,145.1872619
"%Nwm - Adult Admit","10/7/2013","1:06:10","Clifton Hill",3068,7.5,"Local","Ticket Sales",-37.7885749,144.9887218
"Bag -Organic Cotton Botanicals","19/3/2008","14:45:25","Nth Geelong",3215,14.95,"Local","Shop Sales",-38.1083132,144.3357845
"Scarf Festival Entry/Member","4/5/2012","12:07:38","St Leonards/Indented Head/Portarlington",3223,15.91,"Local","Shop Sales",-38.1610488,144.6753231
"Cuff/Snake/Daisy","11/11/2012","11:53:45","Bayswater",3153,22.68,"Local","Shop Sales",-37.8386354,145.2756505
"Family Adult - NWM Only","24/1/2014","12:17:20","Ararat",3377,0,"Local","Shop Sales",-37.2971613,142.9170407
"Bag - Shopper Kangaroo","23/4/2010","12:32:39","East Geelong",3219,13.59,"Local","Shop Sales",-38.176358,144.3849841
"%Nwm - Adult Admit","14/7/2010","11:30:11","East Geelong",3219,7.3,"Local","Ticket Sales",-38.176358,144.3849841
"%Nwm - Adult Admit","14/7/2012","12:39:05","Frankston North",3200,7.5,"Local","Ticket Sales",-38.1250223,145.162419
"Eden/Mush/9w","9/6/2014","1:05:25","Lethbridge",3332,72.68,"Local","Shop Sales",-37.9633341,144.1065864
"%Nwm & Fdc - Concession","26/9/2008","12:33:31","Notting Hill",3168,8.5,"Local","Ticket Sales",-37.9211962,145.1320653
"%Nwm - Concess Admit","2/9/2012","11:45:19","Drouin",3818,6,"Local","Ticket Sales",-38.1155251,145.8690603
"Postcards - Geelong Aerial/11ge004","10/9/2006","15:00:36","Leopold",3224,0.65,"Local","Shop Sales",-38.1833957,144.4451578
"Note Wallets/Pettis","24/6/2007","14:43:37","Belmont / Grovedale / Highton",3216,9.95,"Local","Shop Sales",-38.1747227,144.3139277
"Postcards -Carousel/Nuc 11ge006","2/9/2006","11:07:00","CHARNWOOD - ACT",2615,0.65,"Local","Shop Sales",-35.2087136,149.0238401
"Wool Organic - Chilli Pepper 50g","3/7/2011","14:37:52","Fitzroy",3065,9.05,"Local","Shop Sales",-37.7974551,144.9804594
"%Nwm - Group Adult Adm","27/4/2012","10:02:52","East Geelong",3219,11,"Local","Ticket Sales",-38.176358,144.3849841
"%Nwm & Fdc - Concession","18/10/2008","10:02:48","Moe",3825,8.5,"Local","Ticket Sales",-38.0474021,146.2929381
"%Nwm - Concess Admit","3/2/2006","12:17:05","Ringwood",3134,5.9,"Local","Ticket Sales",-37.7900435,145.2424941
"%Nwm - Concess Admit","1/8/2013","11:59:55","Geelong",3220,6,"Local","Ticket Sales",-38.155681,144.3521811
"Albany/Sand 7w","4/5/2011","11:23:43","Leopold",3224,77.27,"Local","Shop Sales",-38.1833957,144.4451578
"Soap - Treasure (L)","3/1/2009","12:35:37","Belmont / Grovedale / Highton",3216,8.95,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Adult Admit","19/2/2013","12:20:34","Nth Geelong",3215,7.5,"Local","Ticket Sales",-38.1083132,144.3357845
"Postcards/Gor/Montage/Go158","10/1/2011","16:25:06","FOX VALLEY - NSW",2076,0.59,"Local","Shop Sales",-33.7085861,151.1228434
"Keyring/Aust Dot (B/Brush)","17/6/2012","2:36:06","Belmont / Grovedale / Highton",3216,3.59,"Local","Shop Sales",-38.1747227,144.3139277
"Stinger Lo/Chestnut 8w","27/10/2007","10:06:56","Belmont / Grovedale / Highton",3216,110,"Local","Shop Sales",-38.1747227,144.3139277
"Xmas/Ball/Ulysses Butterfly","12/12/2010","14:22:37","Nth Geelong",3215,16.32,"Local","Shop Sales",-38.1083132,144.3357845
"Nwm - Sundry Income","14/7/2006","16:21:52","Geelong",3220,20,"Local","Shop Sales",-38.155681,144.3521811
"Lanolin/Lip Balm I621","6/11/2009","12:41:27","Surrey Hills",3127,9.55,"Local","Shop Sales",-37.8259003,145.0989646
"Socks-Nwm - Mens Black 11-14","18/8/2012","1:40:47","CANBERRA MAIL CENTRE - ACT",2610,9.05,"Local","Shop Sales",-25.274398,133.775136
"Sock-Nwm - Ladies Brown","15/11/2011","3:40:26","South Yarra",3141,9.05,"Local","Shop Sales",-37.838568,144.9914761
"%Nwm - Adult Admit","21/2/2015","2:53:24","Nth Geelong",3215,8.25,"Local","Ticket Sales",-38.1083132,144.3357845
"%Nwm - Concess Admit","29/8/2007","13:30:42","Blackburn",3130,11.8,"Local","Ticket Sales",-37.8258214,145.1541397
"Nwm Membership - Concess %","29/11/2005","15:00:35","Delahey",3037,0,"Local","Membership Sales",-37.6940036,144.7521888
"Bookmark/Embroidered","2/1/2012","2:02:21","ANGLERS PARADISE - QLD",4216,6.32,"Local","Shop Sales",-27.9004034,153.4036287
"Boomerang 8'/Standard","12/8/2014","11:32:24","Geelong",3220,7.23,"Local","Shop Sales",-38.155681,144.3521811
"Attending Function facilities","17/7/2012","4:54:02","Geelong",3220,0,"Local","Shop Sales",-38.155681,144.3521811
"Lanolin/Tube Vit E/80ml/Llb T Ve","20/12/2013","3:58:33","Geelong",3220,28.91,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Adult Admit","19/4/2014","10:39:21","Geelong",3220,7.5,"Local","Ticket Sales",-38.155681,144.3521811
"%Nwm - Concess Admit","26/8/2014","3:08:12","Queenscliff",3225,6.5,"Local","Ticket Sales",-38.2735587,144.5985292
"Tray/Scatter/Garden Wren/89146","25/4/2014","3:40:43","Belmont / Grovedale / Highton",3216,4.5,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Adult Admit","4/7/2010","14:09:18","Moonee Ponds",3039,7.3,"Local","Ticket Sales",-37.7675363,144.9198932
"%Nwm - Concess Admit","5/1/2010","15:22:31","BENOWA - QLD",4217,5.9,"Local","Ticket Sales",-28.004695,153.4095259
"%Nwm - Adult Admit","11/7/2008","11:30:30","West Geelong",3218,7.3,"Local","Ticket Sales",-38.1180538,144.2047333
"%Nwm - Adult Admit","29/10/2012","11:58:36","Templestowe",3106,7.5,"Local","Ticket Sales",-37.7537669,145.1486206
"Wool - Hand-Dyed Fleece/ Jm (Cons)","6/11/2007","9:49:09","BOMBO - NSW",2533,9.95,"Local","Shop Sales",-34.6635132,150.7795452
"Sock - Bellv Child/5-8 Bvc042","7/1/2008","10:51:04","Kilmore",3764,8.5,"Local","Shop Sales",-37.2531649,144.9171412
"%Nwm - 2 For 1 Adult Adm","6/2/2006","12:48:53","BELAIR - SA",5052,7.3,"Local","Ticket Sales",-35.004348,138.6439004
"Soap-Eucalyptus Blossom 100g","21/2/2009","10:33:23","East Geelong",3219,4.95,"Local","Shop Sales",-38.176358,144.3849841
"%Nwm - Voucher 20% Off Adult Adm","6/7/2010","14:03:15","Spotswood",3015,5.85,"Local","Ticket Sales",-37.8352097,144.8786231
"NWM - Free Admission","10/11/2013","1:48:12","Belmont / Grovedale / Highton",3216,0,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Concess Admit","16/2/2008","15:06:59","Nth Geelong",3215,5.9,"Local","Ticket Sales",-38.1083132,144.3357845
"Postcards/Gor/11go159","27/4/2012","2:08:16","ASCOT - QLD",4007,0.59,"Local","Shop Sales",-27.4366918,153.0648006
"Nwm - Free Admission Childrens Programs","22/6/2007","11:05:30","Barwon Heads",3227,0,"Local","Shop Sales",-38.2498059,144.4232713
"Sock - Stockpile 6-10 Beige","17/6/2006","16:46:00","BALPOOL - NSW",2710,14.95,"Local","Shop Sales",-35.247342,144.9611836
"Choc Koalas/Macadamia A1085","12/8/2006","16:39:42","Belmont / Grovedale / Highton",3216,5.95,"Local","Shop Sales",-38.1747227,144.3139277
"Pot Holder- Embroidered/Wattle","20/8/2011","10:10:50","West Geelong",3218,5.41,"Local","Shop Sales",-38.1180538,144.2047333
"%Nwm - Concess Admit","9/7/2014","11:32:23","Box Hill",3128,6,"Local","Ticket Sales",-37.8333543,145.1210303
"Pen/Geelong Wooden Pens","13/11/2007","14:58:23","Geelong",3220,22.95,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Adult Admit","9/10/2010","13:14:37","South Yarra",3141,7.3,"Local","Ticket Sales",-37.838568,144.9914761
"Slippers - Baby/Sheepskin (Cons)","28/8/2007","12:07:23","Clifton Hill",3068,24.95,"Local","Shop Sales",-37.7885749,144.9887218
"Family Child - NWM Only","16/11/2008","12:18:01","Lara",3212,0,"Local","Shop Sales",-38.0110859,144.4561033
"Family Adult - NWM Only","6/8/2009","13:01:38","Tarneit",3029,0,"Local","Shop Sales",-37.8282806,144.7082568
"%Nwm - Adult Admit","12/7/2012","11:35:40","Sandringham",3191,15,"Local","Ticket Sales",-37.9533967,145.0135139
"%Nwm - Concess Admit","31/1/2010","14:36:36","Airelys Inlet",3221,5.9,"Local","Ticket Sales",-38.1636337,144.1501922
"Pen - Assorted Aussie Pens","18/3/2007","14:19:48","Tarneit",3029,1.95,"Local","Shop Sales",-37.8282806,144.7082568
"Great Ocean Rd","3/9/2005","11:35:11","Donald",3480,2.95,"Local","Shop Sales",-36.3286415,142.9170407
"%Nwm - Concess Admit","31/10/2013","3:58:03","Terang",3264,6,"Local","Ticket Sales",-38.2273268,142.8955875
"%Nwm - Child Admit","27/1/2012","2:35:29","Leopold",3224,4,"Local","Ticket Sales",-38.1833957,144.4451578
"Tea Towel Sheep Coloured Tt-005sh","1/5/2011","9:30:01","BLESSINGTON - TAS",7212,8.14,"Local","Shop Sales",-41.5934307,147.4572613
"Waterball/Kooka/Sml","9/6/2013","2:25:33","Geelong",3220,7.23,"Local","Shop Sales",-38.155681,144.3521811
"Card - Boobook Owl  (J Boot)","11/8/2011","12:11:42","Belmont / Grovedale / Highton",3216,5.41,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Adult Admit","6/3/2008","12:38:11","COLEAMBALLY - NSW",2707,7.3,"Local","Ticket Sales",-34.8075597,145.7578403
"Family Child - NWM Only","3/7/2010","13:26:58","Tyers",3844,0,"Local","Shop Sales",-38.2728501,146.5840737
"Cardigan - Lds 3 Butt (Blk)Fk1002","19/2/2013","12:23:32","Belmont / Grovedale / Highton",3216,63.59,"Local","Shop Sales",-38.1747227,144.3139277
"Magnet/Oblong/Bottlebrush","13/12/2012","4:11:06","Wantirna",3152,5.91,"Local","Shop Sales",-37.8668518,145.220397
"%Nwm - Concess Admit","5/5/2014","9:49:10","FAULCONBRIDGE - NSW",2776,6,"Local","Ticket Sales",-33.6863276,150.5501477
"%Nwm - Child Admit","6/7/2012","12:45:09","Nth Geelong",3215,4,"Local","Ticket Sales",-38.1083132,144.3357845
"Family Adult - NWM Only","26/4/2015","11:09:33","Tarneit",3029,0,"Local","Shop Sales",-37.8282806,144.7082568
"%Nwm - Adult Admit","19/1/2011","10:16:04","Lara",3212,7.3,"Local","Ticket Sales",-38.0110859,144.4561033
"T-Shirt/Wattle/L","4/2/2010","12:08:03","Werribee",3030,39.95,"Local","Shop Sales",-37.938058,144.6753231
"Dog - Border Collie Elka","23/1/2013","2:23:35","Corio",3214,13.59,"Local","Shop Sales",-38.0788809,144.3576473
"%Nwm - Concess Admit","23/5/2012","10:16:57","WINNALEAH - TAS",7265,6,"Local","Ticket Sales",-41.0393927,147.8064483
"Lens Cloth","2/12/2012","10:43:06","APPLE TREE FLAT - NSW",2330,3.59,"Local","Shop Sales",-32.7319195,150.8609358
"Socks-Nwm - Mens Dk Green","19/10/2012","11:47:37","Geelong",3220,9.05,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Child Admit","7/7/2011","13:43:01","Ocean Grove",3226,4,"Local","Ticket Sales",-38.2573292,144.5382417
"Soap/Single - Boxed Lemon Myrtle","30/10/2009","14:11:40","Lara",3212,9.05,"Local","Shop Sales",-38.0110859,144.4561033
"Lanolin Beauty Cream/Vit E100g/Lb Ve","1/1/2011","10:37:45","Kyabram",3620,18.09,"Local","Shop Sales",-36.2508546,145.093449
"Badges - Wildflowers & Birds (All-Gifts)","24/4/2014","3:07:50","Lethbridge",3332,5.41,"Local","Shop Sales",-37.9633341,144.1065864
"%Nwm - Concess Admit","21/7/2014","2:28:14","Fairfield",3078,6,"Local","Ticket Sales",-37.7824868,145.0190242
"Promotion (1 for 1) - NWM Only","14/8/2007","15:17:32","Melbourne",3000,0,"Local","Shop Sales",-37.8152065,144.963937
"Great Ocean Rd (Nucol)","13/10/2006","15:48:29","ALBURY - NSW",2640,10.95,"Local","Shop Sales",-35.9976838,147.259277
"Bookmark/Aussie Die Cut Assorted","2/10/2014","12:56:18","ALUMNY CREEK - NSW",2460,5.91,"Local","Shop Sales",-29.6427683,152.7323884
"%Nwm - Concess Admit","8/12/2012","1:04:56","Geelong",3220,6,"Local","Ticket Sales",-38.155681,144.3521811
"%Nwm - Group Child /Teddy Bears","20/6/2006","9:32:01","Belmont / Grovedale / Highton",3216,3.65,"Local","Ticket Sales",-38.1747227,144.3139277
"%Nwm - Child Admit","17/11/2009","10:05:25","Belmont / Grovedale / Highton",3216,3.65,"Local","Ticket Sales",-38.1747227,144.3139277
"Nwm - Ghc Visitors","14/1/2014","10:29:22","Geelong",3220,0,"Local","Shop Sales",-38.155681,144.3521811
"Card/The Watchful Cheetah","5/1/2015","12:45:21","Corio",3214,3.59,"Local","Shop Sales",-38.0788809,144.3576473
"Keyring - Kooka 866/12","5/4/2015","4:33:25","Murrumbeena",3163,8.14,"Local","Shop Sales",-37.8950779,145.0548502
"Lanolin/Moisturising Cream/Placenta I627","20/4/2014","3:26:49","Belmont / Grovedale / Highton",3216,9.05,"Local","Shop Sales",-38.1747227,144.3139277
"Soap/Sheep/Oatmeal","1/1/2014","4:03:45","Mulgrave",3170,15.45,"Local","Shop Sales",-37.9267579,145.1762197
"%Workshop - Adult Art","18/5/2013","1:56:30","Nth Geelong",3215,15,"Local","Ticket Sales",-38.1083132,144.3357845
"%Nwm - Adult Admit","9/11/2011","12:39:03","BAYFIELD - QLD",4703,7.5,"Local","Ticket Sales",-23.1334578,150.7333257
"%Nwm - Group Child /Special Program","18/6/2013","10:47:08","East Geelong",3219,5.5,"Local","Ticket Sales",-38.176358,144.3849841
"Promotion (1 for 1) - NWM Only","9/8/2008","14:12:47","Deer Park",3023,0,"Local","Shop Sales",-37.7687064,144.7521888
"Pen Holder/Wildlife","3/9/2014","12:53:27","Belmont / Grovedale / Highton",3216,8.14,"Local","Shop Sales",-38.1747227,144.3139277
"Postcards - Bollards","21/6/2005","11:51:34","Mildura",3500,1.5,"Local","Shop Sales",-34.2151229,142.1169401
"%Nwm - Concess Admit","19/2/2013","12:58:11","West Geelong",3218,6,"Local","Ticket Sales",-38.1180538,144.2047333
"Attending Function facilities","8/10/2008","17:00:58","Geelong",3220,0,"Local","Shop Sales",-38.155681,144.3521811
"Bookmark/Wildflowers Aust 285076","6/10/2012","1:01:26","East Geelong",3219,1.09,"Local","Shop Sales",-38.176358,144.3849841
"Mug/Pink Heath/15683","3/7/2013","12:18:07","Ocean Grove",3226,9.05,"Local","Shop Sales",-38.2573292,144.5382417
"Scarf Festival Entry/Non Member","16/5/2014","9:22:33","Frankston",3199,18.18,"Local","Shop Sales",-38.1645944,145.1486206
"Wool - The Australian Story","25/4/2011","12:42:32","Geelong",3220,54.5,"Local","Shop Sales",-38.155681,144.3521811
"Postcards/G O R / 5sc/ 11go193","1/4/2011","8:38:05","TWEED HEADS - NSW",2485,0.59,"Local","Shop Sales",-28.178556,153.5157018
"Family Child - NWM Only","26/3/2011","15:33:00","Surrey Hills",3127,0,"Local","Shop Sales",-37.8259003,145.0989646
"%Nwm - Child Admit","8/7/2014","10:41:02","East Geelong",3219,4,"Local","Ticket Sales",-38.176358,144.3849841
"Baby Walker/Chocolate 0-6 Mths","23/8/2010","13:58:16","Airelys Inlet",3221,54.5,"Local","Shop Sales",-38.1636337,144.1501922
"Scarf Fest/11 - B Leake 2 (Nt)","24/6/2011","20:06:46","Belmont / Grovedale / Highton",3216,44.55,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - 2 For 1 Concession Adm","6/3/2010","13:59:37","Belmont / Grovedale / Highton",3216,5.9,"Local","Ticket Sales",-38.1747227,144.3139277
"Pincher T-Rex Purple","12/10/2008","16:28:48","Drysdale / Clifton Springs",3222,4.95,"Local","Shop Sales",-38.2049453,144.5875645
"%Nwm - Concess Admit","5/5/2015","11:17:49","Drysdale / Clifton Springs",3222,6.5,"Local","Ticket Sales",-38.2049453,144.5875645
"Postcard-Carousel,Geelong 100023","3/10/2009","15:17:27","MOUNT GAMBIER - SA",5290,0.86,"Local","Shop Sales",-37.8256039,140.7712393
"Family Child - NWM Only","9/11/2008","10:55:57","Corio",3214,0,"Local","Shop Sales",-38.0788809,144.3576473
"Group Adult Cost Rate","16/3/2013","10:04:14","Merbein",3505,198,"Local","Shop Sales",-34.189156,141.8100218
"Family Adult - NWM Only","11/11/2012","10:44:44","Corio",3214,0,"Local","Shop Sales",-38.0788809,144.3576473
"Mug/Blue Gum/15686","17/8/2013","10:34:34","Belmont / Grovedale / Highton",3216,9.05,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Child Admit","3/10/2012","10:12:48","Leopold",3224,4,"Local","Ticket Sales",-38.1833957,144.4451578
"%Nwm - Concess Admit","24/6/2012","1:33:03","Castlemaine",3450,6,"Local","Ticket Sales",-37.0636472,144.2265602
"%Nwm - Adult Admit","20/2/2014","10:56:18","BLACKHEAD - NSW",2430,15,"Local","Ticket Sales",-31.9225132,152.4973826
"Magnet/Aust/Pull Apart","5/2/2014","10:15:08","BIRTINYA - QLD",4575,7.23,"Local","Shop Sales",-26.7230355,153.1300249
"Geelong & Bellarine Peninsula","17/6/2005","13:13:39","Belmont / Grovedale / Highton",3216,34.95,"Local","Shop Sales",-38.1747227,144.3139277
